decision_id,world_idx,r_a,r_b,delta_full
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,172,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,173,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,174,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,175,10.0,4.0,-6.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,176,-4.0,-4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,177,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,178,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,179,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,180,-10.0,4.0,14.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,181,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,182,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,183,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,184,-4.0,4.0,8.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,185,10.0,4.0,-6.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,186,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,187,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,188,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,189,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,190,10.0,4.0,-6.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,191,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,192,-10.0,-10.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,193,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,194,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,195,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,196,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,197,10.0,10.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,198,-4.0,-4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,199,10.0,10.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,200,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,201,10.0,4.0,-6.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,202,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,203,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,204,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,205,10.0,4.0,-6.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,206,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,207,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,208,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,209,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,210,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,211,-4.0,-4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,212,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,213,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,214,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,215,-4.0,-4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,216,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,217,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,218,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,219,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,220,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,221,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,222,-4.0,4.0,8.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,223,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,224,-4.0,-4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,225,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,226,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,227,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,228,-10.0,-10.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,229,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,230,-10.0,-10.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,231,-4.0,4.0,8.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,232,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,233,-4.0,-4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,234,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,235,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,236,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,237,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,238,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,239,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,240,-4.0,-4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,241,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,242,4.0,10.0,6.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,243,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,244,-4.0,4.0,8.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,245,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,246,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,247,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,248,-4.0,4.0,8.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,249,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,250,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,251,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,252,4.0,-4.0,-8.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,253,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,254,4.0,4.0,0.0
2025-2025011102gm-00a9-0000-034cfa13-10-s1-d4,255,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,0,-4.0,4.0,8.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,1,4.0,10.0,6.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,2,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,3,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,4,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,5,-4.0,4.0,8.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,6,-10.0,10.0,20.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,7,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,8,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,9,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,10,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,11,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,12,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,13,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,14,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,15,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,16,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,17,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,18,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,19,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,20,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,21,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,22,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,23,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,24,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,25,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,26,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,27,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,28,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,29,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,30,-10.0,-10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,31,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,32,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,33,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,34,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,35,-4.0,4.0,8.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,36,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,37,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,38,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,39,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,40,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,41,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,42,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,43,-10.0,-10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,44,10.0,4.0,-6.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,45,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,46,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,47,4.0,-4.0,-8.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,48,-4.0,4.0,8.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,49,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,50,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,51,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,52,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,53,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,54,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,55,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,56,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,57,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,58,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,59,4.0,-4.0,-8.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,60,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,61,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,62,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,63,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,64,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,65,-10.0,-10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,66,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,67,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,68,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,69,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,70,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,71,10.0,-4.0,-14.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,72,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,73,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,74,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,75,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,76,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,77,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,78,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,79,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,80,4.0,-4.0,-8.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,81,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,82,-10.0,4.0,14.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,83,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,84,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,85,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,86,-10.0,-10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,87,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,88,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,89,-10.0,-10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,90,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,91,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,92,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,93,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,94,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,95,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,96,10.0,4.0,-6.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,97,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,98,-4.0,4.0,8.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,99,4.0,-4.0,-8.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,100,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,101,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,102,4.0,-4.0,-8.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,103,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,104,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,105,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,106,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,107,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,108,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,109,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,110,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,111,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,112,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,113,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,114,10.0,-4.0,-14.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,115,10.0,4.0,-6.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,116,4.0,-4.0,-8.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,117,-10.0,4.0,14.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,118,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,119,10.0,4.0,-6.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,120,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,121,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,122,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,123,4.0,10.0,6.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,124,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,125,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,126,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,127,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,128,10.0,4.0,-6.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,129,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,130,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,131,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,132,-10.0,4.0,14.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,133,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,134,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,135,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,136,-10.0,-10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,137,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,138,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,139,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,140,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,141,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,142,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,143,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,144,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,145,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,146,4.0,-4.0,-8.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,147,-4.0,4.0,8.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,148,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,149,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,150,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,151,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,152,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,153,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,154,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,155,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,156,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,157,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,158,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,159,4.0,10.0,6.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,160,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,161,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,162,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,163,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,164,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,165,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,166,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,167,-10.0,-10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,168,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,169,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,170,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,171,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,172,-4.0,4.0,8.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,173,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,174,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,175,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,176,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,177,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,178,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,179,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,180,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,181,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,182,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,183,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,184,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,185,-4.0,4.0,8.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,186,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,187,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,188,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,189,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,190,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,191,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,192,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,193,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,194,-4.0,-10.0,-6.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,195,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,196,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,197,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,198,-4.0,10.0,14.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,199,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,200,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,201,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,202,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,203,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,204,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,205,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,206,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,207,4.0,-4.0,-8.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,208,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,209,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,210,10.0,10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,211,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,212,-4.0,-4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,213,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,214,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,215,4.0,4.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,216,-10.0,-10.0,0.0
2025-2025041216gm-00a9-0000-3d010e8a-05-s1-d12,217,10.0,10.0,0.0
